infocode,ticker,notional
49918,QDEL,-45642.703326734053
49934,ESE,41939.385317583599
49941,DAR,24066.904114246655
49961,ANDE,-4675.8302231546748
49964,KMB,-12.782755314205
49972,GFF,-8496.798954329234
49991,PENN,10524.968190932726
50018,MKC,22808.593520249194
50049,REGN,37018.718234345362
50057,LGND,19224.306532821764
50058,VFC,30869.624988346576
50080,DRS,35831.013120909544
50104,GEO,52604.576634188754
50106,NTAP,31999.6877087809141
50108,PBI,31047.459770681437
50111,VLY,39292.09744802233303
50159,CVSA,7514.0900698440807
50161,TDY,-86494.956438707689
50201,FICO,-38189.216031297643
50219,FFIV,-67300.233500514337
50225,SUI,-67619.761960954627
50252,LSTR,-131349.73755075670
50301,TKR,35964.1422575351317
50309,UPS,-32059.436699655165
50311,THG,37690.876902075433
50334,ACLS,-7492.589198134264
50338,SLGN,-70935.854588034799
50346,ONB,27512.157439344919
50356,PGR,21245.4792325934842
50364,UHAL,-35212.0696782571204
50381,CGNX,11655.121912143828
50395,AMP,14379.6159623535473
50417,CRUS,-4702.430123172637
50421,AXON,18963.151076413113
50425,NBIX,-507.145555641174
50434,L,12724.2481889515104
50511,ASTH,-2333.140663389071
50523,KALU,7207.184540836441
50569,CBRL,23794.560987566674
50586,EXEL,87301.239205585761
50617,TIGO,47247.69071728576
50638,MMM,-4422.3270128112912
50659,HXL,-18130.723807671280
50679,IESC,190828.25144561291
50684,LIVN,29280.653256497958
50717,CCO,20298.823960711407
50750,WTM,-212.9731201931636
50771,BBT,-7983.429021695286
50784,SCSC,-30557.569652377036
50787,VRSN,28183.986911066203
50791,ARWR,36573.90940096363
50805,FFIN,27242.6576203916637
50864,ATR,44845.542851293363
50872,RCL,21833.347117920143
50893,CCEP,35128.922680409093
50947,GPK,36934.0790769767573
50990,UNP,-20734.6583235310925
51004,NOG,4696.142679486429
51032,JCI,5692.6699873734646
51066,USPH,-131500.329451567595
51077,ACN,-38859.3687282374676
51105,NTES,31489.4531330083353
51134,TDG,2462.427966832698
51155,IDCC,25903.241360202299
51173,MORN,-38126.620459645062
51185,UTI,46270.5843485551639
51199,JBSS,25033.7449561711323
51205,SEIC,37087.420554717835
51207,BIDU,-28897.580469985650
51211,AXP,11368.561397912197
51295,AX,44125.3652573733002
51296,OLED,-35496.792803358075
51303,SNX,-3364.370124771306
51342,MUR,5486.6495501629666
51345,AFG,29284.184286943225
51379,EGP,5925.45546670156264
51388,WTS,27653.1043931202673
51392,SGI,-2862.579156299757
51400,ADC,12900.031194428139
51425,VTRS,30812.558021706887
51429,GLP,-29621.485658404663
51528,LAZ,24163.538638958031
51572,GPRE,-31429.46964445458
51603,SAIA,-30948.7261181489413
51609,LECO,-42282.219836044533
51612,AGCO,-25437.085058012925
51627,ALKS,30161.8883538695743
51637,MKL,-6816.8068856083836
51650,NDAQ,8894.604789963063
51657,EME,88473.365223502707
51672,IT,1338.6848468465987
51683,BCPC,-1868.486348077866
51697,CXW,49367.738374638745
51700,EWBC,44306.8337551771194
51754,MSM,8103.6717853502332
51778,DOC,27175.7151614217933
51781,LKQ,-74400.047356819006
51789,ALL,45780.39527219217405
51793,ARCB,-45691.609494926708
51823,NPK,4100.9161907758695
51843,WST,3317.6604613857835
51846,DVN,1920.101967900503
51889,WSM,34397.946835298851
51906,ALB,2669.2088713899056
51922,CAG,-6272.5732912181742
51936,FHN,-4960.125666731800
51939,WEX,-114906.1481986232816
51959,TXN,7394.0619511928185
52036,MRCY,16844.2426274358609
52050,SNA,15638.408158698207
52070,RVTY,9710.1255828837432
52105,FSS,37528.067304639863
52146,JNJ,1507.771551764245
52164,SNDA,-46204.891874265437
52167,CNO,41927.344406060256
52175,EXLS,-9127.5932874508782
52236,NKTR,-10705.116187508354
52243,TTWO,59941.597546568307
52268,UNFI,-7991.897675063245
52286,NSSC,25952.5368733736158
52298,SPH,-51321.6206772885442
52318,EVC,14646.644393908089
52343,REPX,-57303.5252587803854
52363,SNEX,20069.793051084405
52364,FR,10865.4417992783309
52370,CATY,32868.1524054494554
52373,HWM,19922.968045312522
52386,TER,47057.809916508380
52399,PFBC,23127.3065258782397
52400,AB,-419.596645376883
52411,AZTA,-26161.016193309065
52420,CVLT,-122384.585058608845
52508,AAON,-35579.966623795182
52516,ABCB,-14624.96973561902327
52577,B,27035.118993328928
52586,BFH,39444.177665726392
52590,AEP,18429.580224527040
52596,AGM,-66436.678902395966
52603,AMN,11524.002255569546
52604,AIG,56357.15894718575
52605,AIN,-15334.178380194260
52608,AIT,29908.834182102822
52611,AJG,-18925.211554428770
52759,NDSN,5255.400862984087
52798,NEO,13817.9073551522758
52825,IDR,-134073.4732989107985
52838,MO,-21207.211132979662
52840,MOS,7504.247831824652
52841,MSI,-13962.4057488553525
52853,MS,-11930.8386414041105
52854,MSA,-10604.189345101098
52862,MTD,28276.358169253804
52864,MTH,25952.609853342878
52870,MTX,4169.797255938726
52871,MU,26071.392153036447
52895,NBN,23167.6384996764294
52896,NBR,-48848.059397329482
52905,NEU,29037.174152464114
52920,NHI,12187.595485879352
52935,NNI,-61854.6823521757067
52936,NNN,32088.504007235067
52940,NOC,27552.251952707018
52942,NOV,4424.234463321762
52945,NPO,43647.0735278431158
52987,EZPW,4393.460058366839
53026,FCEL,6177.8482756202308
53027,FCFS,-79444.9649663838863
53031,FCNCA,46330.1088501990488
53092,SWKS,-41812.864274879615
53106,SYBT,-38320.1054042078444
53117,GEN,49043.15836968621
53154,TBBK,38245.7081110962232
53161,TCBI,4896.1945509744373
53162,TCBK,-73789.565833133795
53172,ICFI,12565.402522254894
53177,ICLR,32220.475741097569
53195,ICUI,33852.8508848616388
53406,CENX,31432.4765043055005
53434,CFFN,-11163.141942159682
53569,PZZA,-10829.0092862153544
53577,QCOM,12882.3649244844522
53582,QGEN,49560.815816323744
53665,VECO,-994.032901172005
53686,VICR,43913.742207905727
53726,CMPR,-10394.375079317331
53744,VRTX,15453.259841970786
53748,VSEC,19720.015958348296
53753,SRPT,-24990.99097030814575
53811,BANR,-31602.7477299954354
53849,BCRX,33178.9747311401159
53876,CWST,7577.552469514534
53910,CYTK,2926.945782861659
53954,DECK,3616.063779972735
54005,LPTH,201126.021044547066
54007,LQDT,4287.0787802600817
54008,LRCX,56085.2151621376937
54017,LSCC,15875.1313687538594
54068,MATW,-23200.7219134756814
54159,GRMN,-12606.053797717360
54171,CRI,-62928.917419533313
54172,CRK,-25611.055052582544
54173,CRL,36802.280482850732
54176,AORT,-772.586347447458
54178,CSX,24879.1166222345371
54181,LUMN,-13490.0505932117174
54183,CTS,-31634.969982504094
54192,CVS,39251.4439518960175
54195,CWT,-20377.0190517822713
54202,DAC,23122.45436754726519
54221,DGX,-96931.0856524601271
54223,DHT,98095.3912084204447
54228,DK,29058.3858588165505
54231,DKS,-16740.193155124356
54233,DLB,12066.019685157481
54235,DLX,22281.1972019845625
54245,DPZ,-8197.420503007408
54253,DRH,8641.1543019564207
54254,DRI,17749.738895688406
54323,SIGI,36931.782690872065
54332,SIMO,-18317.88388521004
54338,SIRI,-15209.666409506788
54344,TAP,-890.0707257573696
54353,TDS,363.432538743561
54355,TDW,-1837.524721740602
54362,TFX,-6271.0689978212175
54370,THO,-6571.7516834439916
54380,TJX,-8523.5693425189847
54395,TOL,63958.965530080299
54399,TPL,-9945.5526003034915
54401,TR,-13085.797232915877
54404,TRN,-46294.734492178872
54405,TRV,37837.825388372926
54413,TTI,-542.347790766453
54420,TREX,7269.953181686801
54519,OTTR,-21139.739218262873
54531,OZK,41126.0940546190404
54532,PAAS,10537.658798255056
54558,PATK,20881.4843330564128
54562,PAYX,12964.363264579415
54576,PCAR,17893.981785824462
54614,PDFS,7747.933846865529
54648,WRLD,10374.754928757007
54655,WSBC,4590.071927758147
54660,WSFS,-6654.5805759473832
54676,WTFC,29628.268521377661
54710,WYNN,8257.035700361461
54789,TOWN,-4505.0079945786265
54829,TRMB,-6713.623540852355
54830,TRMK,4851.4053054801061
54849,TSCO,702.2031055109152
54851,TSEM,25673.529039402165
54997,BUSE,-16237.4152840855175
55116,EFSC,8263.316788802092504
55192,JBHT,5166.3271621902767
55196,VIAV,17463.399772719930
55206,JKHY,35173.4720335692248
55278,KLIC,3076.421255119242
55322,COLB,12274.3137983786818
55369,CPRT,-3314.694674115461
55433,MKSI,4564.1992726264421
55438,MKTX,3677.5127219055458
55444,MLKN,-3320.298105965368
55510,MLCO,67477.299922634631
55517,MPWR,45772.875443996809
55538,MRTN,-22004.791488420798
55539,MRVL,47332.894388847966
55548,MSEX,8277.0227264538625
55665,THRM,-77559.724469522145
55672,ARLP,5754.5528046727696
55690,WELL,13657.005824416947
55696,HE,98803.166360913204
55698,HEI,23145.184388748883
55721,HLF,-5797.658688482835
55722,EHC,31151.98287435788627
55723,HLX,-6270.9188485848774
55726,HMN,30205.9344140406655
55727,HNI,-4461.113644571112
55728,DINO,24059.047554913189
55729,HOG,205.572632488446
55732,HP,-24590.804797082792
55736,HRB,22527.478352848889
55738,LHX,-31763.3537449548636
55743,HST,6939.3211585130278
55744,HSY,-7273.351666218617
55746,HALO,36490.5406735986188
55749,HRI,-653.0634773984895
55751,HUN,-55670.203298531937
55765,IDA,9686.582413809391
55771,IFF,26788.376122121258
55789,BANC,81904.157510514433
55819,FSLR,22291.4368037749995
55855,FULT,34495.074162962427
55892,GBCI,-17094.5128939018398
55925,HCSG,6558.2610460808427
55952,HFWA,-31679.314148633102
55969,HIFS,-55439.6184426356062
55973,HIMX,4160.1941226056933
56122,ROCK,-44139.673547037267
56131,ROST,23695.6424945129493
56141,PRIM,50262.169968989996
56213,SAFT,-100457.024939487311
56460,SNPS,-12607.4020295422423
56465,MDGL,-3575.6478412632863
56571,PNW,-8275.0252796453762
56574,AVNT,9223.143799238683
56577,POR,5658.0556986648039
56580,PPG,5139.300297399119
56581,PPL,30156.341332364003
56592,PRU,-9039.066720475960
56603,PAR,-50723.8127026941523
56625,RBA,1348.170087448434
56626,RRX,44700.0649877602068
56638,REG,22522.633483516199
56643,RES,-10188.343418968302
56647,RGA,8628.002056282338
56660,RLI,3927.490896308750
56662,RMD,35275.785473966464
56679,PLXS,-9277.231787636367
56709,PNFP,2643.730901737695
56737,POOL,-19861.0138529497435
56747,POWL,71355.944775181915
56754,NTRS,-3177.782357188347
56766,ORKA,-281161.32089431734
56768,NVAX,-81852.2961086601044
56803,NWPX,5848.821980867555
56806,NWBI,20209.6881382605634
56816,NXST,27885.130623412586
56842,OCFC,402.295953932565
56945,ENTG,13441.74633302137806
56976,EQIX,-17453.04177123906112
56992,EA,-13571.5387781224125
57047,TFC,4040.9972796828741
57050,BBY,19965.9819207718675
57051,BCO,20052.72633074989424
57061,BDX,-55851.330552265841
57064,BF.B,-15170.442150430581
57075,BHE,16033.890435345277
57084,BNY,22791.019881837221
57085,BKD,39726.0103531783576
57093,BLK,2239.3633067009921
57094,BALL,27887.512344668348
57102,BMI,-40365.0009208813855
57109,BOH,7754.0406576287984
57112,ANIP,-18378.73941449552653
57124,BRO,-5032.312646973192
57133,BSX,13437.296688524668
57140,BHC,-62608.61911276404
57142,MTRN,-16872.990115810974
57143,BWA,61086.986052207934
57151,CAH,29295.4093493789553
57152,CACI,35300.766636877799
57192,TXRH,48156.6822436110958
57199,QXO,-10527.895217127195
57204,UAL,13506.8690220817085
57211,UBSI,21990.237465928946
57220,UCTT,-9877.089405185046
57231,UFPI,-17592.1883791170862
57251,EW,-4465.205811761835
57255,EXP,-5744.578787781292
57261,FBP,28956.227599047386
57263,FCF,5406.9218215615779
57267,FCN,4708.8164582923222
57269,M,37573.779601987564
57271,FDS,6507.239189803157
57272,FE,-4001.743284186644
57281,FIX,82098.3114663281124
57283,FLO,17312.5066501546603
57284,FLS,2085.586523715995
57285,APLD,11497.897876078061
57291,FNF,15434.844878968597
57302,NEE,-9992.3167806549615
57317,FRT,-42247.471617589674
57324,FUN,-69478.088170068924
57399,KBH,11013.548793908427
57400,KBR,-19098.7559089445998
57410,KEX,-32133.710526751996
57421,KMT,14997.6076447814611
57422,KMX,22142.746653918876
57465,LII,-86639.928057751058
57468,LLY,-11654.9042770668575
57475,LNN,1936.5003815361670
57599,CNMD,7328.240662877692
57615,KOPN,-34925.071307909849
57653,MZTI,5113.6998259555635
57699,LFUS,-44602.18014608645
57723,LINC,-4088.6488688948108
57734,LKFN,-9348.623630484905
57774,WABC,15305.19250383153066
57827,WERN,-14206.017835164902
57832,KTOS,45968.951710372411
58133,IPGP,-26866.421309428602
58145,AMRX,41066.2147493841925
58209,ITRI,-297306.01521632451
58272,APPS,-3926.918565160333
58314,ONTO,20825.9091046890085
58334,NBTB,-5881.82854159979503
58450,CSIQ,-39370.811861332398
58466,CELH,-56804.367711620284
58512,CTSH,28222.1509091377578
58524,CVBF,23340.031071058456
58527,CVCO,1141.157423168948
58595,ATEC,16649.222496506306
58596,BMNR,59056.171878768506
58675,MCRI,21367.222402445046
58748,MGRC,16975.352129515148
58862,CACC,1964.285228491131
58885,CASH,11528.831885141660
58923,CBSH,24456.0268018665766
58976,CDNS,-290.2190887300285
59026,BIIB,-4049.954741526584
59030,OPCH,47289.1488188832635
59041,BJRI,12873.8773225535286
59060,BLDR,-36851.067833767699
59063,BLKB,-16541.2469192488085
59088,BMRN,18480.2037977474064
59398,GILD,35834.7242865764667
59426,GLNG,2505.123505577083
59433,WPC,23909.65313906909192
59436,EVRG,25103.893520664678
59441,WSO,-33697.3948406846747
59442,WTRG,23700.88007045970944
59444,WU,-59668.97675292030
59445,TKO,-5260.89616959925008
59446,WWW,13115.536409628123
59463,XPO,-949.7867798662487
59470,SPB,-19855.4897142766538
59490,LWLG,-61081.0561269439
59510,YUM,6738.474511123333
59530,SBSI,-51655.1224924728665
59559,STRA,-91170.23608156818
59565,SHOO,58273.665601474095
59568,WINA,-21909.975627933092
59581,TMP,-34491.952153723683
59586,TXNM,3657.553049569331
59612,BOKF,-26320.157997958377
59616,PCG,-1173.444797068045
59621,ENS,48500.497852921044
59642,ADI,35601.383806836618
59676,AXGN,62880.055617082163
59693,SBGI,-6893.207406073541
59734,AIZ,30693.0413892163466
59748,BKH,4993.397701399361
59759,KMPR,7962.0629289583047
59804,MCK,-13704.832240695670
59812,UPBD,-30573.4687556988834
59819,ADP,5098.06923209083584
59820,FCX,10510.971302856338
59880,PSMT,-32371.995523283991
59888,O,-22.9026812348948
59896,SBAC,-32134.785296253633
59919,NLY,25502.6429220888637
59973,CNP,21843.3048156390698
59998,SYY,-12930.792271101957
60007,SCHW,979.0262506585097
60043,CHCO,-23019.6075224653762
60046,NWE,14664.8241604614655
60057,MATX,-3745.68865296012
60079,PWR,42335.013112608083
60107,ON,21293.138698521315
60129,TEN,41086.977991691878
60138,STLD,38266.5855555846305
60148,AMG,56753.697349357802
60151,VTR,13219.7448312523955
60163,RGLD,-22015.071810954281
60185,COF,13415.1989675599333
60186,EPR,12639.5970489767025
60190,MDLZ,11045.3039518279073
60219,MCY,45613.8508927123146
60227,MMS,11930.553654986584
60234,TTC,22891.850887703068
60275,HOPE,-5458.6903447431067
60279,AN,126532.573533029268
60301,GIII,36544.6581720470711
60328,VMI,-10553.947934899432
60335,PKG,-11612.8017496650088
60364,REX,-949.9036131789222
60412,IEX,7041.9402482301216
60413,ABG,-86648.305587108866
60415,SKY,-21267.4542298725803
60426,RCAT,97800.026889721166
60434,FNB,-22616.981423318966
60489,LH,-13307.8036370883232
60520,VYX,-36271.143862100503
60528,ORI,29907.609093209026
60529,HD,-10901.47791332288448
60530,RYN,-13362.1378790957464
60542,EMN,40912.943917747237
60571,AVAV,-13329.068120403348
60600,SCL,-28151.753608950065
60602,CPT,-2584.5951305620145
60623,EDU,-28544.484794861355
60628,DLR,-10338.7786737747872
60677,GTY,16058.4024584152892
60702,STX,56362.262576026795
60710,ALGN,14409.681209575732
60718,WLDN,15684.429096755301
60723,CLH,-24.3731486831629
60724,SYK,-17581.873346927740
60727,COST,-24228.818348681965
60728,ACGL,11542.686485131387
60731,RSG,1706.89751302493236
60734,GOOGL,15269.5494244444805
60755,HIW,6061.3523820865123
60801,AFL,-5366.5202891622982
60810,WEC,6869.3598487126916
60819,HNRG,-3438.68169504186783
60835,BPOP,36365.0852330074043
60836,URI,55968.374084147083
60876,CRM,32278.9270247958849
60906,APH,48896.713241207315
60940,BKE,16981.5888927009645
60943,NSC,-53375.1707566385949
60972,AMSC,10861.817101283269
60979,ATRO,26029.678366589604
60997,PIPR,467.6393110887766
61039,OI,-43631.410436081231
61049,PEG,28607.865232526471
61052,CL,-14116.5397112374542
61066,NTCT,20556.4127706218645
61068,POWI,11075.76907650642913
61080,LBTYA,-90861.276796716866
61103,PLAB,20864.942636893004
61120,IPAR,-15540.4631315616893
61162,GNW,36459.244462036943
61197,LOW,-29532.9886201640405
61199,CW,37057.8195884195595
61214,INCY,-6811.3841559659707
61229,ASTE,-1529.0256488956431
61264,IRM,5874.008776273408
61268,NWN,-8394.425471096590
61343,EIG,6702.8870648008442
61349,GBX,798.82893708012644
61387,ALV,13292.365012927678
61410,WMK,-6583.4371789144555
61416,MNST,30864.052621757545
61437,ACIW,15135.549286492315
61457,CI,-15170.51476743690013
61464,ED,15100.0069708279807
61475,OII,-49179.29112021766
61489,SBCF,-22402.26415981906457
61498,HOMB,24594.199548277078
61515,TPC,-104084.279319485791
61516,EFOR,-64497.256376073282
61527,PII,-60982.576128435713
61535,CRS,10778.183935652431
61551,PFS,-1839.3040607749477
61559,RNST,-5702.205533766871
61571,COO,37521.925320607476
61593,ORA,-3424.973830614180
61597,CLDX,-8873.944231036067
61606,AROC,27880.3589825921234
61624,OXY,16612.199410594117
61627,F,36886.4630929125365
61629,RBC,8132.172276957937
61873,DIOD,-16390.2917094186524
61886,DLTR,50170.85245530927
61954,FFBC,12851.213984474383
61979,FISV,-29699.199535087558
61980,FITB,39480.355747045564
61993,FLEX,-21292.82838863339
62098,HUBG,6952.0032297096350
62131,PPLI,-12669.143095467318
62190,SBUX,-18480.531798865185
62274,NUE,56418.0438725035905
62281,NVR,-71130.031426684017
62285,NWL,42164.9341466396326
62293,NYT,18045.0343576844804
62296,OC,19952.700850348632
62300,CDP,27611.096283541779
62303,OGE,564.636560275390518
62305,OHI,20558.0602257690038
62308,OKE,-45972.378794363365
62321,PBH,-87925.76129325878
62340,PEP,-10493.36753510407167
62344,PFG,9958.141394551711
62366,RNR,45889.9520414762965
62369,PRG,16780.6564267049183
62372,ROP,4960.1326131597252
62376,RPM,-9302.8231502901311
62379,RS,33292.7939760922086
62385,RWT,-13049.0668112339827
62393,SAH,-32569.563064911957
62394,LDOS,11066.1308909791026
62408,SEB,-143875.313722956213
62411,SF,24062.2325233774065
62416,SAFE,-64361.83914634090
62417,SFL,20283.812746331590
62432,SJM,29250.040763932784
62433,HTO,-3598.386077973391
62436,SKT,2692.777300778404
62439,SM,26125.68010290582
62441,BH,-325440.333407420054
62443,SO,12309.6600486293509
62445,SON,-1516.4748873102703
62448,SPG,8940.864906485289
62452,SPXC,39615.978578153943
62465,STT,39826.729969002386
62472,SXT,-35800.8834971720605
62473,T,31016.9725271022106
62506,SSRM,26395.649908915768
62548,STRL,35799.809789953393
62563,SBRA,42159.234223721086
62603,RDWR,9889.0625178307943
62634,RGEN,-17181.201693579454
62731,HBAN,-23606.57028729196379
62734,HWC,38789.3833242199978
62814,ODFL,8858.515898022406
62914,PRGO,9954.9373820561555
62930,PB,12382.7359750679215
62968,PTEN,40928.5647336950984
63068,SKYW,-2163.3480484275254
63119,SMTC,34455.481690123438
63136,CBRE,28017.139026845071
63141,PSKY,-77130.512631307228
63142,CBT,29394.0852269094034
63143,CBU,-50280.9984299613762
63144,CBZ,-2285.653716168988
63145,CCK,58475.820391579701
63147,CDE,4864.878956482434
63155,CF,69531.527450873652
63164,CHD,-20931.4084413830195
63180,CME,-20714.865039190952
63181,CMG,36601.477517366345
63194,CNA,6803.402800922924
63196,CNC,-4193.681206264534
63200,CNS,-6321.3250770809833
63203,COP,-13811.3912616813562
63204,CPA,24741.83280597864
63207,CPK,-25726.1148818365825
63613,ITGR,-68337.35148463972
63619,GD,12727.595625407572
63649,GLW,-47597.479634642167
63650,GME,-104566.7466315414522
63655,GATX,-46008.6077701216033
63661,GPC,-13208.2322940818403
63663,GAP,35948.456669617705
63675,GT,-11047.104142268279
63678,GVA,7606.5592700959985
63685,HAL,-28203.983436187284404
63688,HAS,-36108.2996526030365
63696,ALGT,-5322.6952394631456
63707,ALNY,-34573.493133438078
63722,AMAT,46313.257328125605
63732,TVTX,26816.125484361353
63743,AMKR,-105211.814756329535
63779,UMBF,39989.290814410534
63800,URBN,34288.5762761832713
63802,UEC,-32911.101217634206
63826,USLM,17887.841242078551
63915,ILMN,85123.63869123539
63919,IMAX,-66578.721967115653
63931,IMKTA,-2765.397339498362
63956,DTE,8584.419017303702
63961,DUK,3136.7544463859425
63962,DVA,31876.6668799654677
63963,LCII,8247.0649647316985
63964,DX,21750.509751499064
63965,DY,46977.888153197211
63968,EAT,98814.15565474200
63971,ECL,-29004.233674200797
63982,EFX,24800.2773822128637
63988,EL,8614.5883274713122
63990,ELS,11823.937949431568
63991,CALY,5567.1380490906095
63995,EMR,3369.6707498330168
64003,EPC,-19799.469812973127
64010,EQR,-3296.1877902301474
64012,EQT,27246.464574593247
64024,ETN,17887.7815826674785
64048,WKC,-136887.56784915789
64058,TT,-30550.171433664432
64065,ITW,-4188.641797923557
64074,J,11208.7749979262355
64084,JPM,-9693.6804841028653
64099,KAI,-2602.839702000466
64100,FRHC,-14016.265971736820
64105,UAA,-12005.508624119913
64106,PAG,-80145.2210354187556
64111,UDR,72311.054453628654
64118,UGI,25952.082844743563
64119,UHS,33129.863517122701
64122,UNM,-361.754489980567
64127,USB,12734.510300030913
64128,AD,41047.070830852031
64130,LEU,-9871.208773536818
64132,UTL,3871.6842030092218
64133,RTX,-5471.6511371182935
64135,UVV,22897.127397831817
64150,VNO,9844.2538467416486
64158,VSH,5100.321225706853
64162,VZ,38538.4363116006071
64166,WDC,88249.542418348346
64169,WFC,17439.1356922653995
64173,WGO,-10934.134972312794
64176,WHR,-39875.091041701294
64185,WM,-21561.6400781860457
64195,JEF,-13579.402401687938
64197,LUV,-39182.40732854482
64200,LVS,-6181.3214416276524
64203,LYV,-50688.014578711004
64205,LZB,-1138.539751624274
64206,MAA,811.609776895800
64208,MAC,8956.543270779182
64214,MCO,1082.593140841891
64222,MDT,46823.557200290383
64223,MDU,8778.8531863153145
64237,MGM,19463.128588136691
64239,TGTX,145187.338654639054
64242,SPGI,-30960.084262066782
64253,MLI,42289.6000314203335
64262,ALK,-21398.0889935726047
64265,PLD,-25376.777485908013
64269,AMT,4635.7467650883537
64271,ANF,41527.52400519792
64280,AOS,23362.6755288007492
64286,HTH,-12088.774673134321
64305,AWI,-143145.838095489956
64306,AWR,22477.6075915482345
64308,DCH,16922.5590210513883
64309,AYI,17771.8980743969814
64322,RAMP,62774.671086793012
64327,ADBE,880.2229883990349
64397,DJCO,-13551.701326136032
64421,INDB,8858.5809512621783
64453,OFG,35546.7328940528404
64462,PRK,-142163.09000171341
64488,UMH,-37010.788890688392
64542,AES,37377.5195908683136
64546,PRGS,8539.27152624237614
64561,SCHL,-55873.588594107608
64615,ECPG,-4088.1193502495110
64644,MFA,4199.3318615988313
64660,IOSP,-5098.267796808490
64738,CNX,45623.724593719860
64758,BB,77376.672173227867
64766,UNH,26144.461741632998
64779,WAFD,8213.2829136067067
64810,STAA,-83162.089608867555
64814,OPK,134216.485457166544
64823,BLDP,6375.3021866447473
64826,AEIS,17631.830717253747
64839,OTEX,39158.2678852213175
64877,PEGA,-46865.964915164362
64894,VCEL,21791.5322123111905
64895,CIEN,36933.191946337268
64907,NAT,65991.8717263452108
64962,SBET,36516.71763329470
64972,RMBS,16073.296126843940
65012,SLG,-14090.558954931950
65033,NJR,1762.3969608424342
65037,AVA,-10045.4869723643525
65038,OLN,-78364.576962284525
65039,ROG,-23362.212573710474
65042,TNC,-12908.699539528975
65043,PSA,-13355.46678222933684
65044,VMC,49732.95713811423
65046,CMI,4744.6060968718766
65048,NI,40942.3657261356778
65049,DE,-3303.6846173539113
65050,HON,9479.182866278810
65051,TMO,9909.734829200146
65053,PNR,-63246.647859442119
65056,TSN,-1568.892975285151
65057,JOE,3541.372325001453
65062,CLF,-21031.907680750538
65067,DXC,18353.320387200651
65068,CLX,-26899.9842494390796
65071,SWX,19510.943481583971
65073,HUM,-15211.844992297865
65079,SWK,748.203489486636
65087,APA,-9963.151145045711
65088,WMB,11633.3459058235994
65089,AON,-85835.057933102809
65093,RHI,-5844.70211539522
65095,CHE,31408.746331879443
65100,BXMT,-15563.15674973106
65103,GEF,36386.46244520453
65123,MUX,-34528.375624795776
65128,D,26554.3920036702837
65129,WOR,-11702.351043591329
65130,UNF,-16104.9102055013252
65141,MTB,-7643.7434885418785
65152,ASB,51956.8441637539522
65170,NKE,-17220.295188753913
65171,GL,-10921.638533352267
65197,DXCM,36931.305468738063
65270,LXP,-127180.66171155215
65300,EXPE,49858.9750765752724
65305,AMSF,-17392.6276444663646
65333,CLMT,-8969.451021482607
65359,AUB,13211.684410880175
65418,SANM,25446.173522899295
65597,FBNC,-30276.1887002136724
65613,ATO,33847.004570892802
65726,AKAM,31836.115723092841
65765,CMP,874.5131007969181
65802,TCOM,4736.9472626913480
65849,ACAD,30970.232808996432
65896,ABR,-68709.1388634870709
65923,EXR,-30177.024621007073
65943,INVA,23628.1575978600539
66050,CE,21479.773141383210
66063,BRKR,25799.22226692496617
66080,AVB,8251.6994621658568
66086,SSD,-17485.7528420666956
66088,ESS,2809.6188236152542
66151,WTW,28738.258535038872
66158,FIS,35589.873952642858
66265,JBLU,-70639.815046662296
66281,UCB,7945.653315676329
