symbol,quantity,market_price
PCG,1779.092923335054458624313932,17.379999
PFE,1334.319692501290843968235449,26.010000
RNST,-444.7732308337636146560784831,44.410000
PPL,444.7732308337636146560784831,35.299999
WTRG,889.5464616675272293121569662,39.880001
PAR,-444.7732308337636146560784831,17.070000
RES,9340.237847509035907777648145,5.880000
ROL,889.5464616675272293121569662,37.750000
SCHL,-444.7732308337636146560784831,42.480000
T,2668.639385002581687936470899,23.459999
SMP,-444.7732308337636146560784831,39.630001
TAC,1779.092923335054458624313932,12.670000
TDS,-444.7732308337636146560784831,35.619999
TTI,3113.412615836345302592549382,8.350000
MUX,889.5464616675272293121569662,18.860001
AD,-444.7732308337636146560784831,35.529999
UVV,-444.7732308337636146560784831,52.500000
VFC,2223.866154168818073280392416,15.050000
WY,444.7732308337636146560784831,26.000000
XRAY,3558.185846670108917248627865,13.920000
ATS,-1334.319692501290843968235449,24.570000
BLDP,23572.98123418947157677215960,2.620000
CNQ,444.7732308337636146560784831,45.730000
FTK,-444.7732308337636146560784831,36.500000
EXK,2668.639385002581687936470899,8.860000
NG,6671.598462506454219841177246,6.810000
BB,5782.052000838926990529020280,8.510000
SA,-444.7732308337636146560784831,28.620001
TU,4892.505539171399761216863314,9.820000
TGB,4002.959077503872531904706348,8.400000
TWI,1779.092923335054458624313932,7.340000
DVN,444.7732308337636146560784831,42.950001
NWBI,2223.866154168818073280392416,15.800000
KRG,444.7732308337636146560784831,27.500000
BBBY,7561.144924173981449153334213,4.950000
ATEC,1779.092923335054458624313932,9.550000
TECH,444.7732308337636146560784831,72.089996
NEOG,1779.092923335054458624313932,11.450000
LXU,1334.319692501290843968235449,9.710000
AES,10229.78430917656313708980511,14.700000
KOPN,9785.011078342799522433726628,3.850000
MMS,-444.7732308337636146560784831,57.900002
XPEL,-444.7732308337636146560784831,50.430000
SRPT,889.5464616675272293121569662,16.660000
M,889.5464616675272293121569662,25.770000
SWBI,444.7732308337636146560784831,14.820000
NKE,444.7732308337636146560784831,42.520000
AMN,-889.5464616675272293121569662,32.750000
AVNT,-444.7732308337636146560784831,40.000000
EZPW,-444.7732308337636146560784831,28.540001
ABUS,20014.79538751936265952353174,4.570000
ADT,8895.464616675272293121569662,7.710000
SM,444.7732308337636146560784831,30.600000
HPQ,444.7732308337636146560784831,28.379999
AEG,5337.278770005163375872941797,9.520000
CNOB,444.7732308337636146560784831,33.529999
UVSP,-444.7732308337636146560784831,44.529999
SVM,889.5464616675272293121569662,10.680000
KIM,889.5464616675272293121569662,25.030001
FCF,-444.7732308337636146560784831,21.879999
AMSC,-444.7732308337636146560784831,29.639999
KSS,444.7732308337636146560784831,19.480000
BRKL,21793.88831085441711814784567,26.100000
HLIT,1779.092923335054458624313932,11.860000
RDNT,-444.7732308337636146560784831,67.970001
BZH,-889.5464616675272293121569662,33.770000
BMRN,-444.7732308337636146560784831,60.459999
EGY,8005.918155007745063809412696,5.140000
PCRX,-444.7732308337636146560784831,24.900000
BBSI,-444.7732308337636146560784831,35.029999
REX,-444.7732308337636146560784831,44.180000
CLSK,2668.639385002581687936470899,13.090000
PTEN,4002.959077503872531904706348,9.810000
VLY,1334.319692501290843968235449,14.800000
WEN,3558.185846670108917248627865,7.840000
UMH,-1334.319692501290843968235449,15.460000
IART,1334.319692501290843968235449,17.600000
TSCO,444.7732308337636146560784831,33.889999
BCRX,2223.866154168818073280392416,9.040000
CPRT,889.5464616675272293121569662,28.870001
AEO,1334.319692501290843968235449,17.740000
BHC,9785.011078342799522433726628,6.350000
OIS,-444.7732308337636146560784831,8.480000
MPT,16456.60954084925374227490387,4.690000
VET,889.5464616675272293121569662,10.840000
PENN,889.5464616675272293121569662,20.010000
MATW,-1779.092923335054458624313932,27.469999
SVC,1779.092923335054458624313932,7.960000
MFA,2223.866154168818073280392416,9.090000
AZTA,-889.5464616675272293121569662,31.820000
HNRG,-1334.319692501290843968235449,14.750000
NLY,889.5464616675272293121569662,22.709999
AQN,11564.10400167785398105804056,5.830000
CXW,-444.7732308337636146560784831,28.820000
IAG,889.5464616675272293121569662,15.530000
HUBG,-444.7732308337636146560784831,48.040001
GPK,2223.866154168818073280392416,11.870000
PEGA,444.7732308337636146560784831,30.950001
MD,-889.5464616675272293121569662,25.629999
HLX,2223.866154168818073280392416,9.820000
FSM,1779.092923335054458624313932,9.350000
PAA,444.7732308337636146560784831,23.299999
GEL,-2223.866154168818073280392416,15.700000
UAMY,9785.011078342799522433726628,6.100000
BBDC,-889.5464616675272293121569662,8.510000
DCH,9340.237847509035907777648145,6.000000
ANIP,-444.7732308337636146560784831,80.559998
NEO,889.5464616675272293121569662,15.690000
VYX,3558.185846670108917248627865,9.330000
UUUU,889.5464616675272293121569662,12.000000
LEVI,444.7732308337636146560784831,24.620001
CEVA,-444.7732308337636146560784831,34.029999
JBLU,13787.97015584667205433843298,6.350000
DNN,32913.21908169850748454980775,3.080000
PRAA,-444.7732308337636146560784831,17.240000
AORT,-444.7732308337636146560784831,26.559999
ASM,4892.505539171399761216863314,6.390000
RCAT,2668.639385002581687936470899,8.252000
INVX,-1334.319692501290843968235449,30.950001
CSR,-444.7732308337636146560784831,57.330002
SNDA,-444.7732308337636146560784831,40.160000
IDR,-444.7732308337636146560784831,33.250000
LWLG,6226.825231672690605185098763,7.070000
RWT,8005.918155007745063809412696,4.630000
HZO,-444.7732308337636146560784831,35.650002
EGBN,-444.7732308337636146560784831,28.469999
ENOV,-444.7732308337636146560784831,28.860001
UTI,-444.7732308337636146560784831,31.049999
CCOI,-889.5464616675272293121569662,13.370000
QXO,5337.278770005163375872941797,15.500000
LKQ,444.7732308337636146560784831,24.150000
TNC,-444.7732308337636146560784831,80.019997
CRI,-444.7732308337636146560784831,39.540001
AMPH,-444.7732308337636146560784831,20.219999
HSTM,-444.7732308337636146560784831,27.900000
FHN,444.7732308337636146560784831,26.350000
USAS,12898.42369417914482502627601,4.710000
ZD,-444.7732308337636146560784831,52.560001
FLG,1779.092923335054458624313932,14.410000
NTCT,-444.7732308337636146560784831,39.369999
RUSHB,444.7732308337636146560784831,80.000000
ARLP,-889.5464616675272293121569662,25.600000
LPTH,1779.092923335054458624313932,11.670000
AMSF,-444.7732308337636146560784831,30.170000
BKD,2223.866154168818073280392416,14.650000
ET,1334.319692501290843968235449,20.559999
HTGC,889.5464616675272293121569662,16.790001
RIOT,1779.092923335054458624313932,21.030001
CMP,-889.5464616675272293121569662,28.250000
EPC,-444.7732308337636146560784831,29.900000
INVA,-444.7732308337636146560784831,21.129999
EVC,444.7732308337636146560784831,11.460000
SUPN,-444.7732308337636146560784831,47.820000
HIVE,44922.09631421012508026392679,2.780000
SVRA,3113.412615836345302592549382,5.520000
NTGR,-444.7732308337636146560784831,23.990000
SHEN,-889.5464616675272293121569662,13.210000
NVAX,4447.732308337636146560784831,7.830000
SBRA,889.5464616675272293121569662,21.500000
AG,1334.319692501290843968235449,17.330000
VSTS,444.7732308337636146560784831,13.860000
LINC,-444.7732308337636146560784831,42.400002
HTH,-444.7732308337636146560784831,39.770000
ADAM,1334.319692501290843968235449,9.470000
GNW,2668.639385002581687936470899,9.760000
DRH,1334.319692501290843968235449,13.270000
UAA,14677.51661751419928365058994,6.780000
MAIN,-444.7732308337636146560784831,56.400002
ABR,4447.732308337636146560784831,5.220000
APLD,444.7732308337636146560784831,28.299999
UEC,1779.092923335054458624313932,10.590000
TRS,-444.7732308337636146560784831,41.299999
HUN,3558.185846670108917248627865,10.230000
BANC,444.7732308337636146560784831,19.540001
HBM,889.5464616675272293121569662,25.900000
ARCC,1334.319692501290843968235449,19.400000
LQDT,-444.7732308337636146560784831,40.000000
QUBT,4002.959077503872531904706348,8.520000
MNKD,8005.918155007745063809412696,3.820000
WTI,15567.06307918172651296274691,3.460000
ITRG,20014.79538751936265952353174,2.380000
RF,1334.319692501290843968235449,32.119999
PSEC,27575.94031169334410867686595,2.160000
SHO,2668.639385002581687936470899,11.870000
CVI,-444.7732308337636146560784831,31.719999
KOP,-889.5464616675272293121569662,48.630001
COLD,2223.866154168818073280392416,15.320000
CCB,-444.7732308337636146560784831,44.139999
ALT,21349.11508002065350349176719,3.030000
IRWD,16901.38277168301735693098236,4.160000
TREE,-444.7732308337636146560784831,33.700001
CMG,1334.319692501290843968235449,34.160000
CARS,-889.5464616675272293121569662,10.825000
APPS,1334.319692501290843968235449,12.950000
OMER,889.5464616675272293121569662,12.440000
CODI,-889.5464616675272293121569662,10.890000
EFC,889.5464616675272293121569662,13.210000
SMCI,444.7732308337636146560784831,30.000000
OCSL,-889.5464616675272293121569662,12.110000
WU,8005.918155007745063809412696,7.210000
DEI,1334.319692501290843968235449,11.980000
ARR,1779.092923335054458624313932,16.620001
CPS,-889.5464616675272293121569662,29.410000
SONO,444.7732308337636146560784831,15.760000
GRBK,-444.7732308337636146560784831,73.459999
PGEN,4892.505539171399761216863314,6.860000
CQP,-444.7732308337636146560784831,65.800003
EQX,4447.732308337636146560784831,9.520000
HROW,-444.7732308337636146560784831,40.150002
OGG,20014.79538751936265952353174,2.800000
KDP,889.5464616675272293121569662,32.500000
SARO,444.7732308337636146560784831,30.860001
MDXG,4002.959077503872531904706348,4.160000
POET,4002.959077503872531904706348,7.930000
EVTC,-444.7732308337636146560784831,31.170000
EFXT,-889.5464616675272293121569662,20.700001
AGNC,6671.598462506454219841177246,10.670000
BTG,32468.44585086474386989372927,4.060000
WD,-444.7732308337636146560784831,47.990002
NX,-444.7732308337636146560784831,20.799999
PMT,2223.866154168818073280392416,9.450000
SLRC,-444.7732308337636146560784831,12.690000
SLS,3113.412615836345302592549382,11.620000
CVE,889.5464616675272293121569662,28.290001
IOVA,7561.144924173981449153334213,5.950000
QNST,-889.5464616675272293121569662,15.190000
IVR,8450.691385841508678465491179,7.440000
STWD,1334.319692501290843968235449,16.070000
TWO,4892.505539171399761216863314,12.030000
LOB,-444.7732308337636146560784831,44.060001
COLL,-1334.319692501290843968235449,31.674999
ARI,8005.918155007745063809412696,6.670000
OPLN,-889.5464616675272293121569662,38.189999
MGNI,444.7732308337636146560784831,23.000000
PEB,444.7732308337636146560784831,19.080000
HR,889.5464616675272293121569662,20.570000
CRMD,3113.412615836345302592549382,7.430000
RYZ,-444.7732308337636146560784831,27.910000
PDM,-444.7732308337636146560784831,9.760000
HPP,-1334.319692501290843968235449,15.340000
GDOT,-1779.092923335054458624313932,13.480000
ALM,2223.866154168818073280392416,13.450000
AIP,-444.7732308337636146560784831,29.865000
SXC,444.7732308337636146560784831,9.690000
SNDX,444.7732308337636146560784831,19.610001
OXLC,889.5464616675272293121569662,9.120000
NMFC,444.7732308337636146560784831,7.350000
INN,3113.412615836345302592549382,6.910000
CTGO,-444.7732308337636146560784831,17.910000
DBX,889.5464616675272293121569662,34.540001
MEC,-444.7732308337636146560784831,25.090000
PHR,1334.319692501290843968235449,11.320000
KMI,444.7732308337636146560784831,31.500000
TDOC,4447.732308337636146560784831,6.800000
TNDM,444.7732308337636146560784831,19.299999
TCMD,-1779.092923335054458624313932,29.950001
LZ,7116.371693340217834497255730,6.130000
AGNT,4002.959077503872531904706348,4.070000
TSLX,-444.7732308337636146560784831,18.250000
RLJ,889.5464616675272293121569662,12.890000
OCUL,444.7732308337636146560784831,8.450000
FBRX,444.7732308337636146560784831,76.750000
CTMX,15122.28984834796289830666843,3.310000
MARA,6671.598462506454219841177246,10.930000
FDUS,-444.7732308337636146560784831,20.160000
BRX,1779.092923335054458624313932,31.120001
PFLT,2668.639385002581687936470899,7.120000
TRIP,3558.185846670108917248627865,10.940000
ORC,7561.144924173981449153334213,6.400000
TDUP,21349.11508002065350349176719,3.820000
AVTX,-444.7732308337636146560784831,17.870001
USAC,-889.5464616675272293121569662,26.040001
RBLX,444.7732308337636146560784831,35.599998
ARDX,18235.70246418430820089921781,4.890000
FSK,444.7732308337636146560784831,11.640000
VTOL,-444.7732308337636146560784831,45.509998
FLYW,444.7732308337636146560784831,18.450001
LASR,-444.7732308337636146560784831,74.320000
LIF,-889.5464616675272293121569662,59.900002
PINS,444.7732308337636146560784831,23.219999
RUN,2668.639385002581687936470899,9.045000
ZVRA,1334.319692501290843968235449,11.305000
XNCR,-444.7732308337636146560784831,21.959999
SGML,889.5464616675272293121569662,10.540000
PSNL,2668.639385002581687936470899,13.220000
TMQ,7561.144924173981449153334213,3.510000
FRSH,2668.639385002581687936470899,11.130000
UNIT,1779.092923335054458624313932,9.750000
TRUP,-1334.319692501290843968235449,27.590000
ROOT,-444.7732308337636146560784831,47.000000
ARRY,9785.011078342799522433726628,6.260000
KNF,-444.7732308337636146560784831,67.660004
ESRT,9785.011078342799522433726628,4.900000
ADMA,3558.185846670108917248627865,9.700000
BLMN,889.5464616675272293121569662,12.150000
COUR,8450.691385841508678465491179,5.700000
NXE,3113.412615836345302592549382,9.980000
BLZE,444.7732308337636146560784831,18.245001
ACRS,2668.639385002581687936470899,6.340000
WES,-444.7732308337636146560784831,47.029999
RLMD,6226.825231672690605185098763,5.440000
TRVI,889.5464616675272293121569662,18.650000
RITM,3113.412615836345302592549382,10.140000
PD,1334.319692501290843968235449,10.760000
CXM,12453.65046334538121037019753,6.580000
SNAP,22683.43477252194434746000264,5.200000
HASI,-444.7732308337636146560784831,38.220001
SFIX,10229.78430917656313708980511,4.120000
REAL,1779.092923335054458624313932,12.440000
GNL,4002.959077503872531904706348,8.940000
VISN,1779.092923335054458624313932,10.970000
LYFT,2223.866154168818073280392416,16.270000
NAVI,-444.7732308337636146560784831,9.130000
IRT,889.5464616675272293121569662,17.260000
FIGS,1334.319692501290843968235449,10.860000
FOXF,-1334.319692501290843968235449,19.850000
MTUS,-444.7732308337636146560784831,21.830000
DNOW,444.7732308337636146560784831,15.430000
TDAY,2223.866154168818073280392416,8.050000
AVO,444.7732308337636146560784831,12.240000
KHC,1334.319692501290843968235449,25.767000
WRBY,444.7732308337636146560784831,25.070000
CC,1334.319692501290843968235449,14.620000
SG,8005.918155007745063809412696,5.880000
AAL,4002.959077503872531904706348,16.400000
ONT,-1334.319692501290843968235449,15.280000
LADR,1334.319692501290843968235449,9.480000
OMDA,-444.7732308337636146560784831,18.780001
RYAM,1779.092923335054458624313932,9.770000
TTD,3558.185846670108917248627865,18.520000
BLBD,-444.7732308337636146560784831,70.070000
APLE,1779.092923335054458624313932,17.030001
HRTG,-444.7732308337636146560784831,34.540001
ENR,-444.7732308337636146560784831,22.299999
LMB,-889.5464616675272293121569662,49.730000
XIFR,889.5464616675272293121569662,11.580000
IBTA,-444.7732308337636146560784831,35.299999
RIVN,1334.319692501290843968235449,15.390000
CZR,889.5464616675272293121569662,30.150000
DBVT,-1334.319692501290843968235449,14.290000
BW,2668.639385002581687936470899,9.350000
NTLA,1779.092923335054458624313932,10.640000
ANNX,5782.052000838926990529020280,5.370000
IBRX,3558.185846670108917248627865,7.240000
VIA,-889.5464616675272293121569662,20.790001
RGNX,1779.092923335054458624313932,11.280000
KURA,889.5464616675272293121569662,9.160000
BSM,-889.5464616675272293121569662,14.320000
NEXT,4892.505539171399761216863314,6.580000
SHC,889.5464616675272293121569662,18.549999
MNST,444.7732308337636146560784831,94.000000
DNLI,-444.7732308337636146560784831,24.480000
RPD,889.5464616675272293121569662,10.404000
UA,7116.371693340217834497255730,6.670000
CRVS,-444.7732308337636146560784831,13.820000
ONDS,9785.011078342799522433726628,8.620000
PRCT,-444.7732308337636146560784831,18.879999
ACI,2223.866154168818073280392416,11.880000
SGRY,-444.7732308337636146560784831,15.350000
KVYO,889.5464616675272293121569662,16.200001
WSC,889.5464616675272293121569662,26.459999
LSPD,444.7732308337636146560784831,10.170000
S,889.5464616675272293121569662,20.200001
METC,889.5464616675272293121569662,9.130000
ORIC,444.7732308337636146560784831,13.005000
IMNM,-444.7732308337636146560784831,25.440001
PLSE,-444.7732308337636146560784831,37.910000
SUPV,-1334.319692501290843968235449,8.900000
TOST,444.7732308337636146560784831,34.810001
KOD,-444.7732308337636146560784831,43.660000
ELVN,-444.7732308337636146560784831,59.340000
IDYA,-444.7732308337636146560784831,36.070000
ASIX,-444.7732308337636146560784831,20.330000
DBRG,5782.052000838926990529020280,15.930000
CTKB,4002.959077503872531904706348,4.370000
PR,1334.319692501290843968235449,20.549999
BVS,-1334.319692501290843968235449,15.010000
OBDC,1779.092923335054458624313932,11.170000
TECX,-889.5464616675272293121569662,29.910000
EVER,-444.7732308337636146560784831,23.230000
UPWK,4447.732308337636146560784831,9.430000
PK,444.7732308337636146560784831,14.880000
DXC,2668.639385002581687936470899,10.890000
INVH,889.5464616675272293121569662,30.799999
KRP,-444.7732308337636146560784831,14.720000
PUMP,1779.092923335054458624313932,11.090000
SPRY,4002.959077503872531904706348,5.380000
AVTR,3113.412615836345302592549382,13.400000
GOOS,1334.319692501290843968235449,8.860000
VRRM,8895.464616675272293121569662,4.785000
ACVA,6671.598462506454219841177246,7.550000
AVAH,4002.959077503872531904706348,9.290000
AM,1334.319692501290843968235449,21.290001
ULCC,2223.866154168818073280392416,7.830000
LBRT,444.7732308337636146560784831,19.549999
PATH,4447.732308337636146560784831,13.200000
MGY,889.5464616675272293121569662,25.250000
SMPL,1334.319692501290843968235449,11.110000
ECVT,1334.319692501290843968235449,11.380000
CNNE,-889.5464616675272293121569662,14.880000
VIR,1779.092923335054458624313932,9.699000
BIOA,444.7732308337636146560784831,10.902000
CTOS,889.5464616675272293121569662,11.140000
IMMX,889.5464616675272293121569662,9.520000
CRSR,444.7732308337636146560784831,11.080000
RDVT,-444.7732308337636146560784831,63.990002
ERO,-889.5464616675272293121569662,29.910000
EYE,444.7732308337636146560784831,22.889999
VICI,889.5464616675272293121569662,26.610001
CGEM,-889.5464616675272293121569662,17.670000
COMP,4002.959077503872531904706348,12.720000
BCSF,-1334.319692501290843968235449,12.750000
PTON,9785.011078342799522433726628,5.900000
SLDB,444.7732308337636146560784831,8.760000
CEPU,-889.5464616675272293121569662,14.200000
STOK,-444.7732308337636146560784831,31.990000
TALO,444.7732308337636146560784831,14.460000
BRSP,6226.825231672690605185098763,5.030000
EWTX,-444.7732308337636146560784831,44.130001
TH,-444.7732308337636146560784831,15.760000
ARLO,1334.319692501290843968235449,15.770000
AHCO,2668.639385002581687936470899,6.440000
CBLL,-1334.319692501290843968235449,18.270000
BEAM,444.7732308337636146560784831,26.709999
EPRT,2668.639385002581687936470899,30.969999
BV,444.7732308337636146560784831,10.420000
VZLA,18680.47569501807181555529629,3.540000
TLRY,13343.19692501290843968235449,4.440000
ELAN,889.5464616675272293121569662,25.350000
ABCL,1779.092923335054458624313932,5.790000
ARVN,1334.319692501290843968235449,8.400000
UTZ,7116.371693340217834497255730,14.140000
GDYN,2668.639385002581687936470899,7.250000
ERAS,889.5464616675272293121569662,18.330000
OTF,1334.319692501290843968235449,10.510000
CADL,1334.319692501290843968235449,10.470000
SANA,8450.691385841508678465491179,3.505000
HYLN,15122.28984834796289830666843,4.110000
TIGR,7561.144924173981449153334213,4.760000
FLY,444.7732308337636146560784831,22.600000
MAZE,-444.7732308337636146560784831,27.889999
PSTL,-444.7732308337636146560784831,23.330000
CHWY,889.5464616675272293121569662,23.700001
GO,4447.732308337636146560784831,9.850000
PHAT,1779.092923335054458624313932,8.380000
IMVT,-444.7732308337636146560784831,37.980000
UPST,444.7732308337636146560784831,29.267000
RXRX,23128.20800335570796211608112,3.130000
HIMS,444.7732308337636146560784831,31.110001
AVPT,1779.092923335054458624313932,13.120000
UROY,7561.144924173981449153334213,3.550000
PLTK,19125.24892585183543021137477,3.470000
TFPM,-444.7732308337636146560784831,30.920000
PRCH,444.7732308337636146560784831,15.410000
HESM,-444.7732308337636146560784831,39.900002
OI,4892.505539171399761216863314,7.420000
TYRA,-444.7732308337636146560784831,25.690001
HPK,-444.7732308337636146560784831,6.990000
WMG,444.7732308337636146560784831,26.490000
GTM,15567.06307918172651296274691,3.780000
NRIX,-444.7732308337636146560784831,25.174999
OPEN,34692.31200503356194317412168,3.700000
CLOV,10229.78430917656313708980511,4.890000
TMC,21349.11508002065350349176719,4.000000
TSHA,2223.866154168818073280392416,6.390000
BFLY,2668.639385002581687936470899,8.275000
FOUR,-444.7732308337636146560784831,47.450001
EOSE,32913.21908169850748454980775,3.715000
TALK,30689.35292752968941126941533,5.210000
WBTN,-1334.319692501290843968235449,9.220000
NUVB,6671.598462506454219841177246,6.060000
MIR,889.5464616675272293121569662,15.300000
QS,8450.691385841508678465491179,5.440000
VERX,444.7732308337636146560784831,11.500000
ABX,2223.866154168818073280392416,10.425000
RKT,3113.412615836345302592549382,13.500000
RXT,11119.33077084409036640196208,4.550000
EVLV,5337.278770005163375872941797,5.870000
LCID,27131.16708085958049402078747,6.660000
SPIR,444.7732308337636146560784831,12.710000
JBIO,-444.7732308337636146560784831,21.750000
CCC,4447.732308337636146560784831,6.360000
ANRO,-444.7732308337636146560784831,27.990000
ASAN,3113.412615836345302592549382,8.600000
SMMT,1779.092923335054458624313932,13.630000
ASO,-889.5464616675272293121569662,47.869999
CPNG,1779.092923335054458624313932,15.980000
MLTX,-1334.319692501290843968235449,17.580000
ACHR,12453.65046334538121037019753,5.170000
MAX,444.7732308337636146560784831,12.120000
OWL,3113.412615836345302592549382,11.470000
OPFI,-444.7732308337636146560784831,9.810000
CIFR,2223.866154168818073280392416,18.065001
CRC,-444.7732308337636146560784831,52.290001
MRVI,6226.825231672690605185098763,6.420000
CTO,-444.7732308337636146560784831,22.000000
GBTG,16011.83631001549012761882539,9.430000
VTRS,4447.732308337636146560784831,18.150000
AI,3558.185846670108917248627865,9.750000
GCMG,889.5464616675272293121569662,13.510000
CERT,4892.505539171399761216863314,8.010000
CARE,-444.7732308337636146560784831,35.150002
SOFI,1334.319692501290843968235449,17.940001
ENVX,9785.011078342799522433726628,4.230000
HLMN,1334.319692501290843968235449,9.220000
ARKO,-3113.412615836345302592549382,7.350000
WOOF,20904.34184918688988883568871,2.930000
SMR,4447.732308337636146560784831,9.335000
RDW,1779.092923335054458624313932,12.240000
NABL,10674.55754001032675174588359,4.890000
DFH,-889.5464616675272293121569662,14.620000
DRVN,-444.7732308337636146560784831,14.300000
BKV,-444.7732308337636146560784831,23.840000
NVTS,2223.866154168818073280392416,11.880000
SHLS,3113.412615836345302592549382,8.410000
PCT,4892.505539171399761216863314,6.785000
HIPO,-444.7732308337636146560784831,32.029999
GRND,1334.319692501290843968235449,17.360001
NRGV,12453.65046334538121037019753,3.000000
BCAX,-1334.319692501290843968235449,26.110001
INDI,15567.06307918172651296274691,3.350000
BBAI,37360.95139003614363111059258,2.970000
PAYO,16901.38277168301735693098236,7.120000
RUM,1334.319692501290843968235449,6.090000
SOC,9340.237847509035907777648145,4.590000
KBDC,-889.5464616675272293121569662,13.710000
RGTI,889.5464616675272293121569662,16.150000
AUR,8005.918155007745063809412696,6.630000
HAYW,444.7732308337636146560784831,15.990000
GROY,16901.38277168301735693098236,2.890000
ALHC,2223.866154168818073280392416,13.650000
LUNR,1779.092923335054458624313932,13.740000
DV,4447.732308337636146560784831,11.990000
OGN,4892.505539171399761216863314,13.580000
MLYS,-889.5464616675272293121569662,26.910000
PRVA,444.7732308337636146560784831,20.900000
JBI,4892.505539171399761216863314,5.660000
SLDP,23572.98123418947157677215960,2.120000
WBD,1334.319692501290843968235449,26.200001
LFST,1779.092923335054458624313932,10.990000
DJT,4447.732308337636146560784831,9.800000
DNUT,26241.62061919205326470863050,3.200000
ABSI,3113.412615836345302592549382,8.220000
PRME,8895.464616675272293121569662,3.060000
GLXY,1334.319692501290843968235449,18.924999
DC,3558.185846670108917248627865,5.320000
WULF,1779.092923335054458624313932,17.299999
FLNC,1334.319692501290843968235449,12.812000
ARHS,-444.7732308337636146560784831,9.750000
XERS,889.5464616675272293121569662,7.190000
KD,2223.866154168818073280392416,13.850000
IE,1334.319692501290843968235449,10.605000
FBRT,444.7732308337636146560784831,7.520000
DKNG,444.7732308337636146560784831,21.370001
SATL,3558.185846670108917248627865,4.830000
ACDC,1334.319692501290843968235449,3.590000
BRBR,889.5464616675272293121569662,12.620000
ANGX,7561.144924173981449153334213,4.250000
CRGY,2223.866154168818073280392416,11.390000
ASPI,7116.371693340217834497255730,4.010000
NCNO,889.5464616675272293121569662,18.700001
EE,-444.7732308337636146560784831,37.740002
BLCO,-444.7732308337636146560784831,16.809999
SEPN,-889.5464616675272293121569662,39.000000
RXO,444.7732308337636146560784831,21.879999
ADTN,4892.505539171399761216863314,7.910000
SOUN,10229.78430917656313708980511,8.045000
FIP,4002.959077503872531904706348,3.110000
QDEL,-444.7732308337636146560784831,17.170000
QBTS,444.7732308337636146560784831,18.440001
ASST,1779.092923335054458624313932,12.130000
AMPX,2223.866154168818073280392416,11.070000
MBLY,16011.83631001549012761882539,8.410000
ZYME,-889.5464616675272293121569662,23.500000
UHAL.B,-444.7732308337636146560784831,61.980000
VTS,-1334.319692501290843968235449,15.990000
MBC,1779.092923335054458624313932,8.990000
KVUE,2668.639385002581687936470899,19.540001
SVV,-1334.319692501290843968235449,10.710000
NNE,444.7732308337636146560784831,17.965000
SBGI,-1334.319692501290843968235449,14.510000
TIC,1779.092923335054458624313932,8.110000
BGC,2223.866154168818073280392416,10.990000
BATRK,-444.7732308337636146560784831,50.270000
USAR,1334.319692501290843968235449,16.540001
AAUC,444.7732308337636146560784831,19.320000
AESI,1779.092923335054458624313932,10.540000
LAC,36026.63169753485278714235713,3.045000
GRDN,-444.7732308337636146560784831,40.490002
WAY,444.7732308337636146560784831,23.230000
SBET,6671.598462506454219841177246,6.260000
SIRI,444.7732308337636146560784831,30.770000
