security_id,in_parquet,in_pkl,active_in_jul_2026,parquet_col,pkl_col
262368,True,True,True,2533.0,3220
262597,True,True,True,2541.0,3228
262649,True,True,True,2542.0,3230
262670,True,True,True,2543.0,3231
262945,True,True,True,2545.0,3233
263154,True,True,True,2549.0,3238
263157,True,True,True,2551.0,3240
263280,True,True,True,2554.0,3243
263844,True,True,True,2562.0,3253
263875,True,True,True,2567.0,3258
263886,True,True,True,2568.0,3259
264126,True,True,True,2573.0,3266
264211,True,True,True,2574.0,3267
264410,True,True,True,2578.0,3272
264639,True,True,True,2579.0,3273
264656,True,True,True,2580.0,3274
264705,True,True,True,2582.0,3276
265027,True,True,True,2587.0,3283
265079,True,True,True,2588.0,3284
265148,True,True,True,2593.0,3289
265337,True,True,True,2595.0,3291
265414,True,True,True,2599.0,3295
265458,True,True,True,2600.0,3296
265592,True,True,True,2605.0,3301
265899,True,True,True,2606.0,3304
266302,True,True,True,2615.0,3315
266330,True,True,True,2616.0,3317
266371,True,True,True,2617.0,3320
266394,True,True,True,2619.0,3323
266459,True,True,True,2621.0,3325
266490,True,True,True,2623.0,3327
266563,True,True,True,2625.0,3330
266655,True,True,True,2627.0,3332
266666,True,True,True,2628.0,3333
266769,True,True,True,2632.0,3337
266770,True,True,True,2633.0,3338
266919,True,True,True,2638.0,3344
267035,True,True,True,2646.0,3354
267316,True,True,True,2651.0,3360
267386,True,True,True,2653.0,3362
267403,True,True,True,2654.0,3363
267416,True,True,True,2655.0,3364
267491,True,True,True,2657.0,3367
267521,True,True,True,2659.0,3371
267619,True,True,True,2663.0,3377
267837,True,True,True,2671.0,3385
267906,True,True,True,2674.0,3388
268002,True,True,True,2677.0,3392
268003,True,True,True,2678.0,3393
268066,True,True,True,2682.0,3399
268068,True,True,True,2683.0,3400
268082,True,True,True,2684.0,3401
268120,True,True,True,2687.0,3407
268153,True,True,True,2689.0,3410
268179,True,True,True,2690.0,3411
268479,True,True,True,2691.0,3414
268592,True,True,True,2701.0,3426
268606,True,True,True,2704.0,3430
268629,True,True,True,2706.0,3432
268677,True,True,True,2709.0,3435
268681,True,True,True,2711.0,3437
268900,True,True,True,2716.0,3447
268936,True,True,True,2719.0,3451
269012,True,True,True,2720.0,3452
269017,True,True,True,2721.0,3453
269020,True,True,True,2722.0,3454
269023,True,True,True,2723.0,3455
269086,True,True,True,2724.0,3457
269201,True,True,True,2726.0,3460
269353,True,True,True,2728.0,3463
269355,True,True,True,2730.0,3465
269356,True,True,True,2731.0,3466
269379,True,True,True,2732.0,3467
269420,True,True,True,2735.0,3470
269481,True,True,True,2738.0,3474
269508,True,True,True,2741.0,3479
269541,True,True,True,2742.0,3480
269638,True,True,True,2745.0,3484
269685,True,True,True,2749.0,3488
269706,True,True,True,2750.0,3489
269904,True,True,True,2755.0,3496
269980,True,True,True,2756.0,3497
270034,True,True,True,2757.0,3498
270061,True,True,True,2759.0,3500
270062,True,True,True,2760.0,3501
270171,True,True,True,2765.0,3508
270662,True,True,True,2770.0,3514
270767,True,True,True,2771.0,3515
270878,True,True,True,2772.0,3517
271295,True,True,True,2773.0,3519
272269,True,True,True,2774.0,3520
272789,True,True,True,2775.0,3522
273566,True,True,True,2776.0,3524
273772,True,True,True,2783.0,3531
273831,True,True,True,2787.0,3535
273879,True,True,True,2792.0,3541
273892,True,True,True,2793.0,3542
274008,True,True,True,2799.0,3549
274033,True,True,True,2801.0,3551
274120,True,True,True,2802.0,3552
274211,True,True,True,2804.0,3556
274681,True,True,True,2808.0,3563
274736,True,True,True,2809.0,3564
274778,True,True,True,2811.0,3567
274779,True,True,True,2812.0,3568
274808,True,True,True,2813.0,3570
274898,True,True,True,2818.0,3578
274924,True,True,True,2820.0,3582
274996,True,True,True,2821.0,3584
275041,True,True,True,2825.0,3589
275185,True,True,True,2832.0,3598
275224,True,True,True,2834.0,3601
275245,True,True,True,2836.0,3603
275280,True,True,True,2838.0,3606
275281,True,True,True,2839.0,3607
275485,True,True,True,2843.0,3614
275595,True,True,True,2847.0,3621
275908,True,True,True,2849.0,3624
276039,True,True,True,2855.0,3631
276083,True,True,True,2857.0,3633
276215,True,True,True,2861.0,3637
276380,True,True,True,2863.0,3639
276566,True,True,True,2869.0,3645
276567,True,True,True,2870.0,3646
276573,True,True,True,2873.0,3649
276609,True,True,True,2876.0,3652
276709,True,True,True,2882.0,3660
276766,True,True,True,2885.0,3663
276767,True,True,True,2886.0,3664
277212,True,True,True,2888.0,3672
277225,True,True,True,2889.0,3673
277226,True,True,True,2890.0,3674
277331,True,True,True,2897.0,3688
277335,True,True,True,2899.0,3691
277423,True,True,True,2901.0,3694
277431,True,True,True,2903.0,3698
277585,True,True,True,2910.0,3708
278145,True,True,True,2912.0,3712
278176,True,True,True,2913.0,3713
278225,True,True,True,2915.0,3715
278243,True,True,True,2916.0,3716
278295,True,True,True,2918.0,3718
278431,True,True,True,2925.0,3730
278567,True,True,True,2930.0,3736
278571,True,True,True,2931.0,3737
278788,True,True,True,2940.0,3746
278888,True,True,True,2942.0,3748
279021,True,True,True,2946.0,3754
279022,True,True,True,2947.0,3755
279107,True,True,True,2949.0,3760
279126,True,True,True,2951.0,3762
279180,True,True,True,2955.0,3766
279182,True,True,True,2956.0,3767
279267,True,True,True,2959.0,3771
279836,True,True,True,2972.0,3794
279859,True,True,True,2973.0,3796
279862,True,True,True,2974.0,3797
279902,True,True,True,2978.0,3801
280197,True,True,True,2984.0,3808
280248,True,True,True,2985.0,3809
280249,True,True,True,2986.0,3810
280257,True,True,True,2987.0,3811
280550,True,True,True,2988.0,3814
280623,True,True,True,2989.0,3815
280665,True,True,True,2993.0,3824
280684,True,True,True,2994.0,3826
280696,True,True,True,2995.0,3827
280752,True,True,True,2996.0,3828
281262,True,True,True,3000.0,3836
281545,True,True,True,3002.0,3841
281669,True,True,True,3004.0,3844
281809,True,True,True,3005.0,3846
281861,True,True,True,3007.0,3850
282039,True,True,True,3012.0,3856
282040,True,True,True,3013.0,3857
282041,True,True,True,3014.0,3858
282101,True,True,True,3015.0,3859
282185,True,True,True,3016.0,3860
282300,True,True,True,3017.0,3863
282343,True,True,True,3019.0,3865
282449,True,True,True,3021.0,3868
282602,True,True,True,3025.0,3874
282606,True,True,True,3026.0,3876
282629,True,True,True,3027.0,3877
282712,True,True,True,3029.0,3880
283365,True,True,True,3032.0,3884
283427,True,True,True,3033.0,3886
283583,True,True,True,3036.0,3891
283589,True,True,True,3037.0,3892
283661,True,True,True,3040.0,3896
283672,True,True,True,3042.0,3898
283713,True,True,True,3045.0,3902
283851,True,True,True,3051.0,3909
283856,True,True,True,3054.0,3913
283857,True,True,True,3055.0,3914
283887,True,True,True,3056.0,3915
283890,True,True,True,3058.0,3918
284029,True,True,True,3061.0,3922
284106,True,True,True,3062.0,3924
284109,True,True,True,3064.0,3926
284411,True,True,True,3067.0,3932
284500,True,True,True,3071.0,3938
284524,True,True,True,3073.0,3940
284546,True,True,True,3074.0,3941
284584,True,True,True,3075.0,3942
284799,True,True,True,3078.0,3948
284815,True,True,True,3080.0,3950
284902,True,True,True,3083.0,3953
285293,True,True,True,3087.0,3959
285308,True,True,True,3088.0,3960
285325,True,True,True,3090.0,3962
285376,True,True,True,3091.0,3963
285509,True,True,True,3092.0,3966
285534,True,True,True,3093.0,3968
285536,True,True,True,3094.0,3969
285557,True,True,True,3095.0,3970
285614,True,True,True,3096.0,3971
285632,True,True,True,3098.0,3973
285790,True,True,True,3101.0,3979
285828,True,True,True,3103.0,3981
285982,True,True,True,3106.0,3986
286133,True,True,True,3109.0,3990
286253,True,True,True,3111.0,3993
286315,True,True,True,3114.0,3998
286451,True,True,True,3116.0,4000
286452,True,True,True,3117.0,4001
286465,True,True,True,3118.0,4002
286883,True,True,True,3124.0,4009
287143,True,True,True,3129.0,4016
288606,True,True,True,3134.0,4025
289030,True,True,True,3135.0,4026
289138,True,True,True,3136.0,4027
289247,True,True,True,3138.0,4029
289530,True,True,True,3143.0,4037
289745,True,True,True,3145.0,4040
289873,True,True,True,3147.0,4043
289972,True,True,True,3148.0,4044
290022,True,True,True,3149.0,4045
290278,True,True,True,3154.0,4051
290557,True,True,True,3157.0,4057
290589,True,True,True,3158.0,4058
290899,True,True,True,3159.0,4061
291621,True,True,True,3165.0,4069
291757,True,True,True,3168.0,4074
291872,True,True,True,3171.0,4077
292017,True,True,True,3174.0,4082
292018,True,True,True,3175.0,4083
292097,True,True,True,3176.0,4085
292443,True,True,True,3177.0,4087
292620,True,True,True,3181.0,4091
292621,True,True,True,3182.0,4092
292693,True,True,True,3184.0,4094
292713,True,True,True,3185.0,4095
292741,True,True,True,3187.0,4100
292862,True,True,True,3190.0,4106
292885,True,True,True,3191.0,4107
292895,True,True,True,3192.0,4108
292971,True,True,True,3199.0,4117
293141,True,True,True,3201.0,4120
293142,True,True,True,3202.0,4121
293228,True,True,True,3203.0,4122
293261,True,True,True,3205.0,4124
293384,True,True,True,3207.0,4127
293433,True,True,True,3209.0,4130
293436,True,True,True,3211.0,4132
293452,True,True,True,3212.0,4133
293499,True,True,True,3213.0,4134
293733,True,True,True,3218.0,4139
293756,True,True,True,3220.0,4141
294014,True,True,True,3221.0,4143
294227,True,True,True,3225.0,4150
294251,True,True,True,3226.0,4151
294252,True,True,True,3227.0,4152
294908,True,True,True,3233.0,4164
295151,True,True,True,3236.0,4169
295239,True,True,True,3241.0,4174
295240,True,True,True,3242.0,4175
295272,True,True,True,3243.0,4176
295277,True,True,True,3244.0,4177
295748,True,True,True,3246.0,4182
295761,True,True,True,3247.0,4183
296076,True,True,True,3253.0,4192
296242,True,True,True,3255.0,4194
296497,True,True,True,3257.0,4196
296509,True,True,True,3258.0,4198
296542,True,True,True,3259.0,4199
296581,True,True,True,3260.0,4201
296684,True,True,True,3261.0,4203
296823,True,True,True,3264.0,4207
296918,True,True,True,3265.0,4209
296935,True,True,True,3267.0,4213
296936,True,True,True,3268.0,4214
296977,True,True,True,3270.0,4218
297018,True,True,True,3272.0,4220
297021,True,True,True,3273.0,4221
297220,True,True,True,3275.0,4227
297221,True,True,True,3276.0,4228
297324,True,True,True,3279.0,4231
297580,True,True,True,3281.0,4233
297582,True,True,True,3283.0,4235
297632,True,True,True,3284.0,4236
297733,True,True,True,3285.0,4238
298339,True,True,True,3293.0,4251
298509,True,True,True,3295.0,4255
298592,True,True,True,3296.0,4256
298778,True,True,True,3299.0,4259
299592,True,True,True,3307.0,4277
299724,True,True,True,3310.0,4282
300198,True,True,True,3314.0,4290
300199,True,True,True,3315.0,4291
300200,True,True,True,3316.0,4292
300460,True,True,True,3319.0,4299
300477,True,True,True,3320.0,4300
300674,True,True,True,3322.0,4303
300827,True,True,True,3324.0,4306
300938,True,True,True,3325.0,4307
301143,True,True,True,3329.0,4311
301222,True,True,True,3330.0,4313
301251,True,True,True,3332.0,4315
301383,True,True,True,3333.0,4317
301416,True,True,True,3334.0,4319
301600,True,True,True,3339.0,4326
301728,True,True,True,3340.0,4330
301813,True,True,True,3345.0,4336
301816,True,True,True,3346.0,4337
301890,True,True,True,3347.0,4338
301999,True,True,True,3351.0,4347
302018,True,True,True,3353.0,4349
302549,True,True,True,3355.0,4355
302550,True,True,True,3356.0,4356
302961,True,True,True,3360.0,4360
303340,True,True,True,3364.0,4365
303526,True,True,True,3366.0,4369
303838,True,True,True,3367.0,4371
303840,True,True,True,3368.0,4372
303930,True,True,True,3369.0,4373
303958,True,True,True,3370.0,4374
304230,True,True,True,3376.0,4386
304236,True,True,True,3378.0,4388
304724,True,True,True,3383.0,4394
304768,True,True,True,3385.0,4396
304839,True,True,True,3387.0,4399
304874,True,True,True,3388.0,4401
304963,True,True,True,3389.0,4402
305109,True,True,True,3390.0,4405
305229,True,True,True,3392.0,4411
305265,True,True,True,3393.0,4412
305272,True,True,True,3394.0,4414
305321,True,True,True,3395.0,4415
305737,True,True,True,3397.0,4418
305959,True,True,True,3402.0,4427
305960,True,True,True,3403.0,4428
305965,True,True,True,3405.0,4430
306021,True,True,True,3406.0,4432
306055,True,True,True,3408.0,4436
306200,True,True,True,3409.0,4438
306206,True,True,True,3410.0,4439
306417,True,True,True,3413.0,4444
306450,True,True,True,3414.0,4445
306507,True,True,True,3417.0,4449
306508,True,True,True,3418.0,4450
306510,True,True,True,3419.0,4451
307092,True,True,True,3427.0,4466
307093,True,True,True,3428.0,4467
307095,True,True,True,3430.0,4469
307096,True,True,True,3431.0,4470
307225,True,True,True,3434.0,4475
307264,True,True,True,3438.0,4481
307266,True,True,True,3439.0,4482
307273,True,True,True,3440.0,4483
307386,True,True,True,3444.0,4488
307733,True,True,True,3447.0,4492
307735,True,True,True,3448.0,4493
307782,True,True,True,3450.0,4497
307784,True,True,True,3452.0,4499
307843,True,True,True,3454.0,4501
307899,True,True,True,3456.0,4503
307923,True,True,True,3458.0,4505
307925,True,True,True,3460.0,4507
307931,True,True,True,3461.0,4508
307978,True,True,True,3463.0,4514
308012,True,True,True,3464.0,4515
308040,True,True,True,3465.0,4516
308055,True,True,True,3466.0,4517
308068,True,True,True,3467.0,4518
308617,True,True,True,3469.0,4525
308686,True,True,True,3471.0,4528
308747,True,True,True,3473.0,4530
308822,True,True,True,3475.0,4533
308945,True,True,True,3481.0,4543
309036,True,True,True,3482.0,4544
309061,True,True,True,3483.0,4545
309066,True,True,True,3484.0,4546
309093,True,True,True,3485.0,4547
309183,True,True,True,3487.0,4549
312270,True,True,True,3490.0,4556
312434,True,True,True,3493.0,4560
312437,True,True,True,3494.0,4561
312438,True,True,True,3495.0,4562
312486,True,True,True,3497.0,4564
312511,True,True,True,3498.0,4565
312514,True,True,True,3499.0,4566
312525,True,True,True,3500.0,4567
312538,True,True,True,3501.0,4568
313647,True,True,True,3505.0,4578
313919,True,True,True,3506.0,4580
314005,True,True,True,3507.0,4583
314059,True,True,True,3508.0,4584
315465,True,True,True,3516.0,4608
315531,True,True,True,3517.0,4609
315715,True,True,True,3518.0,4613
315716,True,True,True,3519.0,4614
315739,True,True,True,3520.0,4615
315894,True,True,True,3524.0,4621
316011,True,True,True,3528.0,4628
316146,True,True,True,3530.0,4630
316171,True,True,True,3531.0,4631
316243,True,True,True,3532.0,4632
316273,True,True,True,3534.0,4634
316279,True,True,True,3536.0,4638
316297,True,True,True,3537.0,4639
316524,True,True,True,3538.0,4642
316636,True,True,True,3543.0,4649
316677,True,True,True,3545.0,4651
316708,True,True,True,3550.0,4658
316725,True,True,True,3551.0,4660
316880,True,True,True,3554.0,4665
316881,True,True,True,3555.0,4666
316988,True,True,True,3557.0,4668
317025,True,True,True,3559.0,4670
317296,True,True,True,3561.0,4673
317354,True,True,True,3562.0,4674
317383,True,True,True,3563.0,4675
317431,True,True,True,3566.0,4679
317487,True,True,True,3568.0,4681
317546,True,True,True,3569.0,4682
317576,True,True,True,3571.0,4684
317619,True,True,True,3572.0,4685
317624,True,True,True,3574.0,4688
317738,True,True,True,3575.0,4689
317756,True,True,True,3576.0,4690
317764,True,True,True,3578.0,4692
317806,True,True,True,3581.0,4695
318283,True,True,True,3586.0,4703
318285,True,True,True,3587.0,4704
318322,True,True,True,3589.0,4706
318490,True,True,True,3591.0,4709
318491,True,True,True,3592.0,4710
318634,True,True,True,3595.0,4716
318639,True,True,True,3597.0,4718
318749,True,True,True,3599.0,4723
319245,True,True,True,3602.0,4729
319263,True,True,True,3603.0,4731
319272,True,True,True,3605.0,4734
319338,True,True,True,3609.0,4738
319362,True,True,True,3610.0,4739
319614,True,True,True,3612.0,4742
319809,True,True,True,3616.0,4748
319883,True,True,True,3617.0,4749
319898,True,True,True,3618.0,4750
320043,True,True,True,3619.0,4752
320171,True,True,True,3621.0,4755
320203,True,True,True,3622.0,4756
320204,True,True,True,3623.0,4757
320320,True,True,True,3627.0,4764
320357,True,True,True,3628.0,4765
320816,True,True,True,3630.0,4772
321294,True,True,True,3632.0,4776
321378,True,True,True,3633.0,4777
321386,True,True,True,3634.0,4778
321600,True,True,True,3637.0,4781
321601,True,True,True,3638.0,4782
321623,True,True,True,3639.0,4784
321925,True,True,True,3642.0,4791
321953,True,True,True,3643.0,4794
322747,True,True,True,3648.0,4804
322748,True,True,True,3649.0,4805
322908,True,True,True,3651.0,4808
322910,True,True,True,3652.0,4809
323127,True,True,True,3653.0,4814
323456,True,True,True,3654.0,4815
324138,True,True,True,3656.0,4817
324434,True,True,True,3657.0,4818
324435,True,True,True,3658.0,4819
324609,True,True,True,3659.0,4821
324772,True,True,True,3660.0,4822
324941,True,True,True,3666.0,4828
325214,True,True,True,3667.0,4829
325251,True,True,True,3668.0,4830
325566,True,True,True,3670.0,4833
326321,True,True,True,3675.0,4843
326322,True,True,True,3676.0,4844
326420,True,True,True,3677.0,4845
326472,True,True,True,3678.0,4846
326480,True,True,True,3680.0,4848
326618,True,True,True,3684.0,4854
326752,True,True,True,3688.0,4858
326845,True,True,True,3689.0,4859
326909,True,True,True,3691.0,4863
326923,True,True,True,3692.0,4864
327035,True,True,True,3693.0,4866
327038,True,True,True,3694.0,4867
327193,True,True,True,3701.0,4877
327455,True,True,True,3704.0,4884
327498,True,True,True,3705.0,4885
327499,True,True,True,3706.0,4886
327574,True,True,True,3707.0,4887
327814,True,True,True,3712.0,4895
327959,True,True,True,3713.0,4896
327960,True,True,True,3714.0,4897
327968,True,True,True,3716.0,4900
328318,True,True,True,3717.0,4901
328520,True,True,True,3720.0,4908
328899,True,True,True,3726.0,4919
328948,True,True,True,3730.0,4924
328971,True,True,True,3731.0,4925
328989,True,True,True,3732.0,4926
329074,True,True,True,3733.0,4928
329088,True,True,True,3735.0,4930
329184,True,True,True,3736.0,4933
329236,True,True,True,3738.0,4935
329402,True,True,True,3741.0,4939
329700,True,True,True,3745.0,4945
329703,True,True,True,3746.0,4946
329706,True,True,True,3747.0,4947
329744,True,True,True,3749.0,4949
329750,True,True,True,3751.0,4951
329822,True,True,True,3753.0,4953
329823,True,True,True,3754.0,4954
329825,True,True,True,3756.0,4956
329911,True,True,True,3758.0,4960
329944,True,True,True,3759.0,4962
329951,True,True,True,3760.0,4963
329954,True,True,True,3761.0,4964
329999,True,True,True,3762.0,4966
330011,True,True,True,3763.0,4967
330162,True,True,True,3767.0,4974
330201,True,True,True,3768.0,4975
330202,True,True,True,3769.0,4976
330258,True,True,True,3772.0,4980
330328,True,True,True,3775.0,4984
330341,True,True,True,3776.0,4985
330366,True,True,True,3777.0,4986
330367,True,True,True,3778.0,4987
330512,True,True,True,3783.0,4998
330705,True,True,True,3785.0,5004
330706,True,True,True,3786.0,5005
330711,True,True,True,3787.0,5006
330733,True,True,True,3789.0,5008
330736,True,True,True,3790.0,5010
330737,True,True,True,3791.0,5011
330814,True,True,True,3792.0,5012
331154,True,True,True,3795.0,5019
331157,True,True,True,3797.0,5021
331212,True,True,True,3799.0,5024
331258,True,True,True,3802.0,5028
331316,True,True,True,3804.0,5033
331372,True,True,True,3805.0,5034
331412,True,True,True,3806.0,5035
331479,True,True,True,3807.0,5037
331525,True,True,True,3809.0,5041
331834,True,True,True,3815.0,5049
331836,True,True,True,3816.0,5051
331885,True,True,True,3817.0,5053
331887,True,True,True,3818.0,5054
331888,True,True,True,3819.0,5055
331889,True,True,True,3820.0,5056
331890,True,True,True,3821.0,5057
331926,True,True,True,3823.0,5061
331927,True,True,True,3824.0,5062
331979,True,True,True,3825.0,5066
331996,True,True,True,3827.0,5068
332157,True,True,True,3831.0,5077
332227,True,True,True,3833.0,5080
332335,True,True,True,3834.0,5081
332372,True,True,True,3835.0,5083
332424,True,True,True,3838.0,5088
332513,True,True,True,3839.0,5089
332573,True,True,True,3840.0,5092
332579,True,True,True,3841.0,5093
332580,True,True,True,3842.0,5094
332643,True,True,True,3844.0,5097
332697,True,True,True,3846.0,5100
332702,True,True,True,3847.0,5103
332707,True,True,True,3848.0,5105
332857,True,True,True,3852.0,5109
332999,True,True,True,3854.0,5112
333125,True,True,True,3857.0,5119
333614,True,True,True,3859.0,5126
333683,True,True,True,3860.0,5127
333943,True,True,True,3861.0,5134
334098,True,True,True,3863.0,5141
334153,True,True,True,3865.0,5144
334154,True,True,True,3866.0,5145
334163,True,True,True,3867.0,5147
334218,True,True,True,3869.0,5149
334219,True,True,True,3870.0,5150
334503,True,True,True,3873.0,5154
334534,True,True,True,3876.0,5158
334590,True,True,True,3877.0,5161
334592,True,True,True,3878.0,5163
334750,True,True,True,3879.0,5165
334784,True,True,True,3880.0,5169
334815,True,True,True,3882.0,5174
334872,True,True,True,3885.0,5179
335123,True,True,True,3892.0,5194
335199,True,True,True,3894.0,5200
335218,True,True,True,3895.0,5203
335266,True,True,True,3896.0,5208
335377,True,True,True,3897.0,5213
335446,True,True,True,3901.0,5219
336272,True,True,True,3903.0,5233
336621,True,True,True,3906.0,5249
336622,True,True,True,3907.0,5250
336684,True,True,True,3908.0,5252
336737,True,True,True,3909.0,5254
336813,True,True,True,3910.0,5255
337152,True,True,True,3917.0,5266
337372,True,True,True,3919.0,5276
337375,True,True,True,3920.0,5277
337512,True,True,True,3926.0,5286
337513,True,True,True,3927.0,5287
337515,True,True,True,3928.0,5289
337517,True,True,True,3929.0,5290
337579,True,True,True,3931.0,5296
337733,True,True,True,3932.0,5301
337804,True,True,True,3934.0,5307
337830,True,True,True,3935.0,5308
337852,True,True,True,3936.0,5309
338306,True,True,True,3939.0,5327
338318,True,True,True,3940.0,5328
338320,True,True,True,3941.0,5329
338363,True,True,True,3942.0,5330
338364,True,True,True,3943.0,5331
338416,True,True,True,3945.0,5335
338481,True,True,True,3946.0,5343
338649,True,True,True,3950.0,5349
338650,True,True,True,3951.0,5350
338651,True,True,True,3952.0,5351
338653,True,True,True,3953.0,5352
338708,True,True,True,3956.0,5356
338812,True,True,True,3961.0,5366
338818,True,True,True,3962.0,5368
338982,True,True,True,3964.0,5375
338985,True,True,True,3965.0,5376
339028,True,True,True,3967.0,5378
339106,True,True,True,3969.0,5383
339463,True,True,True,3972.0,5393
339573,True,True,True,3973.0,5400
339677,True,True,True,3974.0,5402
339762,True,True,True,3975.0,5404
339767,True,True,True,3976.0,5406
339786,True,True,True,3977.0,5407
339898,True,True,True,3980.0,5410
340085,True,True,True,3982.0,5414
340097,True,True,True,3983.0,5416
340199,True,True,True,3985.0,5418
340432,True,True,True,3989.0,5423
340460,True,True,True,3991.0,5425
340640,True,True,True,3992.0,5426
340644,True,True,True,3993.0,5427
340696,True,True,True,3994.0,5428
340698,True,True,True,3995.0,5430
340699,True,True,True,3996.0,5431
340752,True,True,True,3997.0,5432
